[2025-05-07 07:35:40] [class-ss-archive-creation-job.php:119] Starting a job; no job is presently running
[2025-05-07 07:35:40] [class-ss-archive-creation-job.php:120] Here's our task list: setup, fetch_urls, transfer_files_locally, wrapup
[2025-05-07 07:35:40] [class-ss-archive-creation-job.php:138] Pushing first task to queue: setup
[2025-05-07 07:35:42] [class-ss-archive-creation-job.php:194] Current task: setup
[2025-05-07 07:35:42] [class-ss-archive-creation-job.php:208] Performing task: setup
[2025-05-07 07:35:42] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-05-07 07:35:42] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340\
[2025-05-07 07:35:42] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/servwell/
[2025-05-07 07:36:55] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/nested-elements.js
[2025-05-07 07:36:55] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js
[2025-05-07 07:36:55] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/nested-elements.min.js
[2025-05-07 07:36:55] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js
[2025-05-07 07:36:55] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/nested-tabs.js
[2025-05-07 07:36:55] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js
[2025-05-07 07:36:55] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/nested-tabs.min.js
[2025-05-07 07:36:55] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js
[2025-05-07 07:36:55] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/nested-tabs.min.js.LICENSE.txt
[2025-05-07 07:36:55] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js
[2025-05-07 07:36:55] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/new-template.js
[2025-05-07 07:36:55] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js
[2025-05-07 07:36:55] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/new-template.min.js
[2025-05-07 07:36:55] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js
[2025-05-07 07:36:55] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/notes.js
[2025-05-07 07:36:55] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js
[2025-05-07 07:36:55] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/notes.min.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/onboarding.4a4002ff7ea58bfa166e.bundle.min.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/onboarding.5ceee1b219b66e943cb0.bundle.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/editor/editor.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/editor
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/editor/editor.js.LICENSE.txt
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/editor
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/editor/editor.min.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/editor
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/editor-app-bar/editor-app-bar.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/editor-app-bar
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/editor-app-bar/editor-app-bar.js.LICENSE.txt
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/editor-app-bar
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/editor-app-bar/editor-app-bar.min.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/editor-app-bar
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/editor-app-bar/editor-app-bar.strings.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/editor-app-bar
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/editor-documents/editor-documents.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/editor-documents
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/editor-documents/editor-documents.js.LICENSE.txt
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/editor-documents
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/editor-documents/editor-documents.min.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/editor-documents
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/editor-documents/editor-documents.strings.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/editor-documents
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/editor-editing-panel/editor-editing-panel.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/editor-editing-panel
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/editor-editing-panel/editor-editing-panel.js.LICENSE.txt
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/editor-editing-panel
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/editor-editing-panel/editor-editing-panel.min.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/editor-editing-panel
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/editor-editing-panel/editor-editing-panel.strings.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/editor-editing-panel
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/editor-panels/editor-panels.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/editor-panels
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/editor-panels/editor-panels.js.LICENSE.txt
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/editor-panels
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/editor-panels/editor-panels.min.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/editor-panels
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/editor-responsive/editor-responsive.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/editor-responsive
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/editor-responsive/editor-responsive.js.LICENSE.txt
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/editor-responsive
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/editor-responsive/editor-responsive.min.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/editor-responsive
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/editor-responsive/editor-responsive.strings.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/editor-responsive
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/editor-site-navigation/editor-site-navigation.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/editor-site-navigation
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:98] [Transfer] Total Pages:733. Processed Pages: 550
[2025-05-07 07:36:56] [class-ss-task.php:44] Status message: [transfer_files_locally] Transferred 550 of 733 files
[2025-05-07 07:36:56] [trait-can-process-pages.php:118] Total pages: 733; Pages remaining: 183
[2025-05-07 07:36:56] [class-ss-archive-creation-job.php:241] We're not done with the transfer_files_locally task yet
[2025-05-07 07:36:56] [class-ss-archive-creation-job.php:194] Current task: transfer_files_locally
[2025-05-07 07:36:56] [class-ss-archive-creation-job.php:208] Performing task: transfer_files_locally
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/editor-site-navigation/editor-site-navigation.js.LICENSE.txt
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/editor-site-navigation
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/editor-site-navigation/editor-site-navigation.min.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/editor-site-navigation
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/editor-site-navigation/editor-site-navigation.strings.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/editor-site-navigation
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/editor-style
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.js.LICENSE.txt
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/editor-style
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.min.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/editor-style
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.js.LICENSE.txt
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.min.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/env/env.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/env
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/env/env.js.LICENSE.txt
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/env
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/env/env.min.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/env
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/icons/icons.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/icons
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/icons/icons.js.LICENSE.txt
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/icons
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/icons/icons.min.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/icons
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/locations/locations.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/locations
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/locations/locations.js.LICENSE.txt
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/locations
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/locations/locations.min.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/locations
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/query/query.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/query
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/query/query.js.LICENSE.txt
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/query
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/query/query.min.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/query
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/query/query.min.js.LICENSE.txt
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/query
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/schema/schema.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/schema
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/schema/schema.js.LICENSE.txt
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/schema
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/schema/schema.min.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/schema
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/store/store.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/store
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/store/store.js.LICENSE.txt
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/store
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/store/store.min.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/store
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/store/store.min.js.LICENSE.txt
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/store
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/ui/ui.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/ui
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/ui/ui.js.LICENSE.txt
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/ui
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/ui/ui.min.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/ui
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/ui/ui.min.js.LICENSE.txt
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/ui
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/utils/utils.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/utils
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/utils/utils.js.LICENSE.txt
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/utils
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/utils/utils.min.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/utils
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/wp-media
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js.LICENSE.txt
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/wp-media
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.min.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js/packages/wp-media
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/progress.6d15c16f0f5c4792940f.bundle.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/progress.985f012a6336ab21cb44.bundle.min.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/responsive-bar.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/responsive-bar.min.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/styleguide-app-initiator.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/styleguide-app-initiator.min.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/styleguide-app-initiator.min.js.LICENSE.txt
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/styleguide.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js
